clean_text,label
chief justice na kia kha tha,Neutral
same,Neutral
salam hazrat sahab n ubqari team,Positive
level levl yara cha gya hay,Positive
mery ma bap k liye dua karin,Positive
ye sochen k aap wo khush naseeb hu jise allah ne azmaish k qabil samjha,Positive
rakat nafil haz ali walon may kia parna hay,Neutral
ta all pakistan newa paper assosiation apns ne bhetareen column nigar award deya,Positive
jis mein inhonay lahore ki shakal badalne ki koshish ki khasosan najaiz tajawizat mein say bay shumar ko khatam kiya,Positive
eee eee mein bukhari is danta kil kil se yun azaad ho gaey ke unhe govt,Positive
g hone wali api,Neutral
jin mein science fiction adventure jangi samaji o romani mauzoaat par banai jane wali films shamil hain,Neutral
maren ap zrurt apko hai or mjhy b,Negative
fake nahi real khbre da ta he,Neutral
hashim khan ke walid british army ki peshawer chawni mein molazmat kerte they,Neutral
beharhal wo bartaniya ki shehri hain aur abhi tak wo baharat mein work visa par kaam karti hain,Neutral
un gramophone companies mein colombia gramophone recording company hans masters voice aur jaino phone recording company ke naam qabil e zikar hain,Neutral
thats true,Neutral
dowa ka talbgar,Positive
mein amir waqt general zia ul haq ne is farzand jamhuriat ko aik saal qaid sakht koron ki saza sunai,Negative
inshallah imran khan kon dafa any do pher dekhty hy hum din rat ek kar k afia sis k lea awaz otayengy,Positive
neend aati nahi mujhko saari raat koi us se kahe mere dil ki baat,Positive
kar la kuch tw kar la,Neutral
i just agree with batiyan band karo,Neutral
mein jab bharat ki team pakistan ka dore per ai to mulk mein cricket ki maqboliyat apne urooj per thi,Positive
l l i was ab ut t tag y u that y u can tag my parents and at nce saw y ur c mment,Neutral
abhi ni hue,Neutral
yehi youth hi tou pti ki taqat hy,Positive
is leye ye khena mushkil hai ke unhein kis se dili muhabat hai ya wo kis se shadi ka irada rakhti hain,Neutral
loin ko le ao,Neutral
shehar k mukhtalif elaqay main aik baar phr teesra bara bijli ka break down shehar tarekhi me doob gaya,Negative
please convey my message,Neutral
teri baat ho rai hai,Neutral
is full program ki youtube link bataiye please,Neutral
un ke khilaf tehqiqat se hukumati dhanche par manfi asrat muratab hone ka andesha tha,Negative
ki jung mein rupe pass rakh kar baqi sarmaya pakistan army defense mein jama karwa deya to bewi ne ppocha ke jung taweel ho gai to kia bane ga inayat hussain bhatti ne kaha ke agar mera watan hi na raha to kia bane ga,Positive
bro yea chez mea ny rs ki li hy ap yahan keasy ki beach rhy hain,Negative
film jannat ke baad meri shanakht kamyab adakara o model ki hesiat se hony lagi mujhy kafi filmein bhi offer hueenmagar jaldbaazi ke bajaye soch samajh ker agy barhna chahti thi meri ye hikmat e amali is liey argar na hui kbollywood mein action aur thrill filmon ka dor shru hogya jis mein hero heroin ke kirdar showpiece ke taur err eh gye bold manazir ki bharmar ne bhi mujhy mazeed difai hikmat e amli per majboor kar diya dusra shayad producer aur director ki tarjeehat bhi badal gaensonal chauhanne kaha ke kamyab film deny ke bad bhi dafatir ke chakkar lagana aur mulaqatein zururi hain to is se behter ghar bethny ko hi tarjeeh di,Negative
yarprovider ki class milay g jitnay marzi yar nikalo,Neutral
rana fawad sb great personallah pak unhy khush rakhyameen,Positive
galian dena to cocaine niazi ki adat he,Neutral
dil kee bat baya kar dee nice,Neutral
itni galiyou ke bad ab to bilkul nahi,Negative
walid inhe mathematician ya scientist banana chahte the,Positive
bosri wala mental professor hai,Neutral
season araha writer ko bolo content mil gaya hai,Positive
bhai ye video char mahene purani h ah jihadi shaheed hua ta apne dost ka hath nhi chor rha ta,Negative
ye what wala madiam size,Neutral
beta king hu in sbjct ka it cs easy he mre lya or jo ata he kya he wo he halka lya h kia,Positive
us waqat tiger hil par pakistan ki northern light infantry ke jawan ka qabza tha jin ke aik rukun havaldar lalak jan shaheed the,Positive
vote kiska,Neutral
ojhri khana kasa ha plase post kr ke bata dain allah ap ko jaza e khar dain ameen,Positive
belt k tamam holes alag alag length pay hain aur sab uper nichay hain belt nehayat patli ha jo k dekhne main buri lagti ha buckle ka hook bhi terha fit kia hua ha,Negative
ye bachay ko to sab kuch pata tha,Positive
ye wifi ka password mang rahi hai data nahi hai faqeerni k pas,Negative
ban karo haram khor ko,Negative
jisko mhbt hoti hei wo khjd yaad b rkh leta hei,Positive
kl kb ho gi yr next episode ka w nhi ho raha,Neutral
waise shahid afridi qismat ke dhanni hain kyun ke jis tarah allah pak apne bando se mayoos nahi hua,Neutral
fazul movie lag re trailer sa,Negative
wrong,Neutral
ais pay koi baat nahi karta,Neutral
aik ubqari ka amal hai ya rabee mousa ya rabe kaleem bismila hi rahmaniraheem kiya wo amal kisi ko pta hai,Neutral
munni taking selfie,Neutral
konsi baat,Neutral
saal ki muskallat allah maaf kary ammeen,Neutral
allah in zalemu ko saza dy,Negative
hahaha jab tu meri koi shirt uni phn kr jati thi yhi krne ka dil krta tha kasm se,Neutral
tamam members se bharpoor barish k lye dua kernay ki appeal,Positive
allah musalman phir dor e jahalat me jaraha h hiyaday farma aese logo ko jo awam ki zindgiyo ko azab bana rahy hai inko to garak kardy,Positive
akal bataya tha kkisi bachay ki muthi mein chawal lay ker allahhusamad perhain,Neutral
jin mein zargul rahail lamhe shairi majmooey deedadar baseerat takhleeq aadam aaina tasliyat jamaat e islami awaam ki adalat mei mutalla tareekh islam ke muaashi tassawuraat zikar e rasool s,Neutral
imran khan ki b najaiz olad hai ap bhol rahy hai afsoos,Negative
bollywood ki kai heroines ke sath un ke mashqe manzar e aam par aate rahe jin mein sab se ziyadah qabil e zikar sangeta bajlani somi ali ashwariya ray katrina kef ke sath un ki dostiyan sabit hoein,Negative
dear admin sahir k show ki bat baad ma kijiye what about parents jo bachion ko train krty on k ghr ka mahol kesa jo wo is type ka dance seekhtin sahir koi threat kr k tu nhi lata onko show main stop this fazol logic ik hi shkhas ko ilzam na dein,Negative
maloom karo yahan ka bhi,Neutral
main hath jorta hon to wo paon parr jata hai,Negative
shikre,Neutral
yehi wajah hai ke film anar kali mein anwar kamal pasha ki jald bazi ki wajah se master inayat hussain ne teen nagme compose karne ke bad anwar kamal pasha ko jawab de deya kyun ke wo kaam jaldi chahate the aur master inayat hussain apni tabyat ke mutabiq kaam karna chahate the,Positive
suna hay aik bayan ka leetay heen zara vlarification kar deen plz agar aisa nahi hay tu a jao zara khushboo lava kay hamaray muhallay bhi,Negative
kia chuss ha aunty ko sarak chahyen pyari pyari aunty bachon ko metro bus khilao,Negative
do saal bad wo high court ke wakeel ban gaye,Neutral
pimple mary face pr bhut hn in ka koe hal,Negative
nae nae shadi shuda afraad ke liye sab se aeham tip yeh hai ke in ke dil mein bachon ki shadeed khuwahish honi chahiye,Positive
ufffffffffff yr abi dp change ke mene bt next next yehe lgi ge,Neutral
unho ne bhi ase hi haas rahy hona agye se besharmo ki trha,Negative
hahaha kal ki debate k baad kamyab aurat ka award aap ko jata hai,Positive
ye hammari khush nasebi ha k hum ko peer saab ki rahnumai mili allah paak peer saab ko darazi e umer bilkhair ata kry ameen,Positive
wo tou baat ghalat thi uski mai ne tou shughal k lye tag kya tha lakin agay se apne jahilo wala hi reply kar dya,Negative
mujay nahi mil rahay hain,Neutral
sahi ho gya,Neutral
jab lalak jan ne ese uraya to aik zabardast dhamaka howa aur bharti foj ka gola barod barbad ho gaya,Positive
main qemat ke bare mein sawal nahi karta magar ye aksar pochta hunk e kahein ye dolne ke bad sukar to nahi jaye ga jis par log herani se hanste bhi hain shayad ab wo zamana nahi raha jab kapre bar dhulne ke bad sukar jaya karte the,Neutral
bol ki frequeny likho,Neutral
bohatt khoob,Positive
council of foreign relations ne aur mein inhe best teacher ke award se nawaza,Positive
yeh tou saray eman farosh hain,Negative
sindh main teer nay mokhalifin ko chalni kardia,Negative
agr tumhary paas shi news na ho to fb pi emloyees k samny hero bnny kia zroort hai aur confirm khbr do gay to ap pr koi ghusa ni kry ga kisi ko block kr deny kam ni chalta bhai yai kbootr wali chal hi jesy woh billy ki dekh kr ankh bnd ker leta hai,Neutral
is yaksaniyat se picha churane ke liye inho ne baqaida actors studio mein acting ki taleem o tarbiyat hasil kli,Positive
korangi se bachay ki tashadud zada lash baramad,Negative
fahem,Neutral
or tumara honay wala mijazi p,Positive
achi hy,Positive
fake news,Neutral
jhot,Neutral
owsome work and awla editing sharp very sharp perfect,Positive
plz ubqari barkat wali theli ka amal bata dain,Neutral
i hipe thus is not ur new diet plan,Neutral
dj walay babu,Negative
uncle r anti ko whatsapp krdy meri traf sayy,Neutral
zia mohyeddin ka kehna hai ke mujhe is program ki maqboliyat ka andaza is roz hua jab main ne aik choti si bachi ko yeh kehte hue suna ammi ammi wo dekhen zia mohyeddin show ja rahe hain,Positive
lakh bachay polio drops se mehroom,Negative
hum degar mumalik se madad nahi tijarat karte hain is waqat zar e mubadla ke zakhair arab dollar ho chuke hain,Positive
skin saf krny k liye honey milk or dahi mix kijye is mixture ko mint k liye skin pr laga lijye bad mai saf pani sy dho lijye,Positive
excellent,Neutral
why categories of official staff up graded in punjab we demanding from government to up grade clerical and non clerical official staff,Neutral
karachi mein kb higi,Neutral
ha lash h aunty bhe sahe h,Positive
ajka episode upload ni hua ab tak,Neutral
tujhe pata ha me q hans raha ho ye jis k bat kar raha ha vo sal porani bat ha aur ye abi qundooz k accident k sath ye munsalik raha ha,Positive
amama yah bilkul page acha hay dats y app support krty hoo aur woo b tu hay na jis ky liaye mein b yahan houn,Positive
attaria qadria kis wjha sy program bund na kiyay jain toh phir aap yeah b keh dain mulzimaan ko na pukrain bulkey buchooo ko bus sumjha dain,Negative
and what about multan metro running empty,Neutral
ye wo ni he jo show kiya gaya he sb change he huuu,Negative
apny isc ya equal subjects required keya tha,Neutral
peer shab ka number mil sakta ha,Neutral
achy naseb k liye dua,Positive
ek aur ab new serial shuru karo raju rocket,Neutral
abdullah tumahara waqat pura hogya h,Negative
ek reh gaya maqol na maqol,Neutral
zabarta allah such nholnay walay ko kamyabi atta farmata hay,Positive
phir tera ghuroor tootay ga,Negative
eagal,Neutral
billo bandri khulwaye gi nawa katta,Negative
hamare logon ki hunarmandi ka meyar bhi thailand aur dubai ki takkar ka hona chahiye,Positive
koi iska link hi dedo download karnay ky liy,Neutral
website kb theek hogi yaar aik din chalti hai to kch dars aglay din wo dars ghayab dosray hazir,Negative
jo b ho umar akmal ko bhr kro,Neutral
mu torti hun me aunty ka,Negative
plz koi ka number dy sakta h,Neutral
mein sir abdullah haroon sindh muslim league ke sadder muntakhib hue aur mein wo apni mukhlisana khidmaat ki wajah se all india muslim league ki working committee ke member chune gaey,Positive
khuda ka khiuf kro is trah uski taarifein ker rha hei jesy dono ne koi karnama kia hei haram halal ki tmeez rakho,Neutral
hahhaha chch,Neutral
is karb o aziyat ka izhaar unho ne aik kate phate kaghaz par ye pegham bhej kar kiya,Negative
mirza ghalib ne jis pur ashob daur mein hosh sambhala us ka pora adrak mukamal dukh aur insanon par jo biti us ka bayan un ki shayari mein milta hai,Positive
se ka arsa intehai gurbat aur tang dasti ka zamana tha lakin unhi dino urdu ke kai maroof shaeron aur sahafyon se shanasai hasil hui kirshan chander aur minto se dostana marasam paida huya,Positive
is larki mai aesa kia hai,Neutral
eee eee maine ne kabhi ibn e safi ke novelon ko kitabon ke darmiyan chupa kar nahi rakha,Positive
jab quran parha jaye tau khamosh ho kar pori tawajjah se suno takay tum per raham kiya jaye,Positive
waqar sahab k sath interview room main padharay,Neutral
har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein,Positive
kia likhna tha muje b bata dain pls,Neutral
last night in dono marches ko mila kar supporters ki total tadad tak banti hy eye witnesses,Positive
how relative p,Neutral
tri future saas ny y sb kehna try bary m,Negative
black color hai s me,Neutral
junior muqablon mein misr ke khilari benul aqwami satah par kafi behtar karkardagi ka muzahirah kar rahe hain is waqat misr ke benul aqawami satah ke khilari karim darwesh aur amar shabana junior khilariyon ko training de,Positive
ya tu ham logon ku khud muqabla karna ho ga,Positive
koi excuse ney election laren bus,Positive
mein district board larhkana ke member muntakhib hue,Neutral
hahahaha q,Neutral
lekin mehaz mah bad hi april ko colambia bhi muqabale ke dor se dastbadar ho gaya jab ke argentina ne kisi bhi marhale par khud ko bazabta umeedwar ki hesiyat se pesh nahi kiya,Negative
tum se kam hu acha beghairto aur kya huwa uska is post pr cmnt krna ban to nhi ha waise time to itni bari,Negative
amna abbasi,Neutral
koi bta sakta ha dark circles ki treatment,Neutral
dono choor saly,Negative
han takhe tu raaton ko jaag kr dekh sake wah bhai kiya dhong rachaya hao,Negative
it konsi h mjhy b btao,Neutral
kia shafay ko na batanay say shafay theek ho jaey ga,Neutral
lady diana st july ko paida hoein aur august ko sirf saal ki umar mein is duniya se rukhrat hoein ke unginat log ashkbar ho gaye,Neutral
eagle,Neutral
achi chwal thii,Negative
na kro pata h hme,Neutral
ak achi baat logono tak pohnchne ka shokryea jazak allah kheer,Positive
yahudiat k zer e saya palne wali media khamoshtext msg s khamoshq is k khilaf ahtjaj me koi message nahi phelaya ja raha,Negative
taleem say farig honay kay baad khandan kay degar naujawano ki tara app bhi khandani karobar say munsaliq ho gaye aur mutadid company kay managing director aur director rahay,Neutral
sunlia naw sbny,Neutral
yes it s right maa toe phr maa hai na,Neutral
meri taraf se bhi keh dena,Neutral
wasail ki kami aur doston ke adam tawan ki wajah se sawa rupe mein jilani niyazi ko farokht kar deya,Negative
heming bird,Neutral
embroidery ki puri ek side se dhage nikle huay hain,Negative
tmhy kes ny btyi ya bat,Neutral
o bss yar bc andhy hain bhnchod jahalat e r kch nai,Negative
graduation karne ke sath he inho ne eagle scout ka rank bhi hasil kar liya,Positive
roshan pehle set mein sirf aik point le sake thay magar magar baqya do set mein to who aik point bhi na lay sake thay bahat arse ke baad england ke shaiqeen ne itna mokhtasar british open final dekha tha,Negative
hi sanam jaan kici im dil,Neutral
idea kuch yoon tha k aik buzzer numa kuch jo k light aur sasta ho bachoon ki chairs k neechay double tape se laga diya jaye,Neutral
plz iska size bta dain kitna ha,Neutral
allah ya allah madad,Positive
masha allah bhut khobsorat lagrhi ho allah apko hamish khush rakhi,Positive
p me bhi tharki nhi hu,Negative
uff esi diet,Positive
iqrar bhai mra membrship card ni mila abi tak and half month hogaye hen apply kiye huay,Neutral
neachy is main pori tarteeb lekhi hoi hai ap isko parh lain ek dafa pora,Neutral
woh apne app ko doctor kehalwana pasand kartay hain,Neutral
un ki zindagi ka har dor musalsal jid o jehad aur amal se bharpur hai,Neutral
ini zyda tareef naw kar msg nae a jana,Negative
se tak ke baras mohammed ali ki acting ke urooj ka zamana hain,Positive
hahahahahahaha,Neutral
lahore qalandar ki trh zalil hoka tu nhi hara,Negative
tb angrez gaye to india pak ko lara gaye ab phr wohi ho rha hai umeed hai smj nai ho gi,Positive
tumhary sath b aysa hee hota naa,Neutral
mashallah puri qassam b me milri hain alaya,Positive
this is how i spend my eid every time,Positive
deport immediately,Neutral
allah in snatcher ko kuttay ko mout atta karay ameen truck k neechay akar marein,Negative
jldii upload kiiaa kreiin bs,Neutral
koi haal ni h and couple of the day,Neutral
kasam sa yar,Neutral
dec ko baldyati elections k mauqay per karachi me loadshedding nahi ki jaigi,Positive
chitral me selaab se ab tak afraad jan bahaq huwe,Negative
cheeks gor se parha kr nuswar kha k parhta rehta ha,Negative
dil khoon k aansoo rota hai dehato me log faqo se mer rae shehro me nokriya nhi hai,Negative
dare kha khattak sayab,Negative
beshak shaheed zinda hain,Positive
but next time plz umar akmal ko nhi rkhna team mai,Neutral
tumhara behtren rishta wo hy jo tumhary aib jan kr bhe tumhary sath rahy aor tumhary parwardegar k elawa koi ho hi ni sakta,Positive
mein sabiq sadar field marshall muhammed ayub khan ne darul hukoomat karachi ke bajae islamabad muntaqil kar diya,Neutral
kea kahengii ap is per may or ap jitna ouraataay hain kapeapun py,Neutral
special mili hon bai mein touuu,Positive
meri trf sy aunty ko kah daina,Neutral
chalo ye b krlete hain,Neutral
jahan tak films ka sawal hai to abhi is industry ko pori tarha bahaal hone mein kafi waqt lagega,Negative
typing theek krain,Neutral
kya keh dia ha janab,Neutral
princes charles se mangni ke elan ke sath hi shahzadi diana duniya bhar ke logon ki tawajah ka markaz ban gai thein,Neutral
jab khandaan iqbal bano ke shauq ki raah mein mazeed rukawat na bana aur inho ne ustaad chand khan se classical singing ki baqaida tarbiyat leni shuru ki,Positive
hhhhhh korray alaaa,Neutral
qasamyus sy pehle bi yehi haal huna,Neutral
taqseem hind ke kuch arsey bad wo shadi kar ke pakistan aa gai aur phir yahan inho ne radio film aur tv ke liye apni awaaz ka jadoo jagaya,Positive
hahah bari khoobsurat saza hai,Positive
ha ha ha ha ha nice msg ha ha ha omg super,Positive
tmhn bara yaad hai mn abi b krti btw,Neutral
mujhe yaqeen hai ke jo log mazboot ikhlaqi iqdaar rakhte hain wo aise logon ki zaroor himayat karenge,Positive
to phir inho ny q itni bola hoa hijab k liye,Negative
mein inho ne hardly working ke zariye dobara filmy duniya ka rukh kiya jis ke bad tak mazeed films mein kaam kiya,Neutral
november ko benazir kay khelaf assembly mein tehreeq e adam atemad pesh ki gaye jo nakaam rahi lakin august ko sadar e pakistan ghulam ishaq khan nay wein tarmeem kay tehat apnay ikhtayarat istamal mein latay howay assemblyan tordein aur benazir bhutto ko uhdah wazarat e uzma say mazol kardia,Neutral
hahhaha sun yr bacha zyda he shareef ban rha hy lolxxxxoye to ifti he hy na o,Negative
yr starting mein kinza nice thi per ab jb b jia arsal sath hoty hai tang arany a jati hai,Negative
jahangir khan na squash ke maidan mein pakistan ka nam roshan kei,Positive
mqm muzakrat par amada wafad aaj wazir e azam se mulaqat karega,Positive
han na bht meesni hy ksmain ah ki episode main dykhi na ghuni,Negative
to farooq qiaser ne inhe apne show kalliyan ke liye muntakhib kiya,Positive
bila shuba iss waqt bhuto kay istafay say pori qaum ko sadma hua aur na sirf ayub khan ki amriyat bai naqab hui balkay awam kay jazbat ayub khan kay sakht khelaf aur bhutto ko mazloom qarar day ker un kay haq mein ho gaye chunanchay jab bhutto larkana jatay huye lahore railway station say guzray to un kay maddahon naray ki aik kasir tadad station per moujood thi,Negative
adaaa,Positive
saeed anwar match winning innings khelne ki pori salahiyat rakhte the,Positive
ek real lesson ye hai pakistan mai koi boy girl se pyar karta hai saal se aur saal bad koi london se ata hai uska cousin ya aur koi toh ladki saal ke sathi ko chor kar uske sath set hojati hai unko samjhna chahiye ke isne pori life merii care ki hai aur woh london se sirif ek maheena mere sath raha hai mainy buhat girls dekhi hai aesii jo london se aye huwe ko zyada respect deti hain apnon ko chor kar aur comedy bhi buhat hai is drame mai bus ek baat apki theek hai isme buzurgon ka ahteram aur ramadan jesa mahool nhii drame mai lakin over all drama acha hai low level na kaho,Negative
shoail ki place pa umar ko hona chye,Neutral
eid mubarak to all ubqari member s and also all pakistani alhumdulillah allah bless every one and bless molana tariq mahmood sahab,Positive
awam ne daku ko pakar ker zinda jala dia,Negative
kutty lanti kameeny dozkhi ko ebrat ka nishan bna do,Negative
film anar kali ka baqi music us waqat ke dosre namwar mosikar rashed atre ne compose kiya,Neutral
yeh film box office par super hit sabit hui aur inhe pehli bar behtareen director ke academy award ke liye nominate kiya gaya,Positive
baghair kuch khae piye janab udher puhanch gaye,Neutral
ubqari walo m ne bismilla wala likha howa h ab jummy ko muhammad dur rasool ulla ahmad dur rasool ulla b likha h dono sath rakh lon kuch ho ga tu ni,Neutral
kardena meri taraf se thanks,Neutral
samjh joa bas yeh baat,Neutral
ap hazar dastaan mukhzin jaise adbi rasaiyl ke bhi mudeer rahe,Neutral
weldone,Neutral
wo tu mei b nahi khati matlab hum dono he khotafree hai,Negative
lanat tery p hint tou dy,Negative
mera online business band karwaynge ye,Negative
jani ya jo masla hain ajj k nahin hain aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha,Negative
hazaron lawaris bachon ko pal pos kar bara kia aur taqreban lakh larkiyon ko un ke ghar pohchane ka neek kaam sar anjam deya,Positive
brian lara ne saal ki umer mein international cricket ko alvidah kaha,Neutral
allah aap ko sehat zindagi dy taky aap choron ki ghulami mai guzarien,Negative
sach main esa he hota ha,Neutral
thank you bol,Neutral
agar sindh govt ko operation nahi chalana to humein koi aitraz nahi,Negative
beauty,Neutral
is par inhe mulk ki bad tareen jailon main se aik mianwali jail mein bhi kuch arsa rehna parha lekin inho ne apne awam dosti ke usool se kabhi rogardani nahi ki jis ke aeteraf mein inhe december ko karachi press club ne apna life member banaya aur in ke aezaaz main shandaar jalsa munaqid kiya,Positive
jaldi aya ya din,Neutral
its a good decisions of micky we appreciate it,Positive
kutti da bacha,Negative
wah wah kia kehny,Positive
inho ne west indies ki nakaam hoti hui team ko sambhala aur is ki kamiyabi ke liye sara bojh apne kandhon par utha liya,Positive
ab anti ko to tag krny se rh m q,Neutral
phir pass kaysay hoeenin,Neutral
nawaz sharif nay un intaykahbat mein bazat e khud hissah nahi leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,Negative
angelina jolie ne iraq combodia aur afghan muhajreen ke leye bhi bohat kaam kiya aur un ki bahali ke leye record funds jama kiye,Positive
k nsi ayaat mbrk pahry j sar ka drd khtm h jaega,Neutral
iqrar bhi num apnea num snd kro,Neutral
wase bhi ye murda qoum hy,Negative
jagah jagah tumhari taswirein lagi hain aur mianwali mein sirf tumhari cassette he farokht hoti hai to attaullah esakhelvi ne phir esakhel jane ka qasd kiya,Positive
dono ustadon se thumri aur daadra samait classical singing ki barikiyon se aagahi hasil ki,Positive
is per one printed palazzo mention ha but ap k daraz pk k page per two printed palazzo mention han is ley me ne order kia tha per nikla srf one pac this is not fear,Negative
ye azaz bhi abhi tak pakistan sirf aik dafa hi hasil karsaka,Negative
yadasht kamzor ho gait hi aur asabi aur dimaghi tor par bhi mazor ho gaye aur phir march ko un ka sur shanas zehan behar e sakot ke surron mein dob gaya,Negative
koi tou roko xd,Negative
oooppss to phle bolti na dash mjhe lga meri pysri dost mere liye soch rhi hai chal tu rakh lena,Positive
footh path par apni zindagi ka akhtamam kiya,Negative
yasir khilji dear main physical therapy or medical treatment krta hon,Neutral
hahahahhaha,Neutral
koi bgairti nai howi,Neutral
hmari halat next lvl buri thi,Negative
jis mein afraad halaak aur zakhmi hue jab ke sab se ziyada halakatein april mein hui,Neutral
reloaded,Neutral
your always welcome,Neutral
kaminii tum ao tumhy bethny bhi nae dena mene aty e tere hath mein deni mne,Negative
haqiqat yeh hai ke main is hawale se koi dabao mehsoos nahi karti,Positive
imran khan uncle majboor ban gaya ha,Negative
allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata hai,Positive
han pata ha,Neutral
ye dekh le ab hamari dosti is ki waja se khatam na hoti ho,Neutral
march ko pheli bar aur mein dosri bar senit ke chairman chune gaye,Neutral
mera khaas shukriya krna toh bnta hai naaa d d d,Neutral
jab audience aik artist ko apne saamne stage par tann tanha urdu aur english adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata hai jis ki lazzat se wo pehle na aashna the,Positive
maine tou tumhein pehlay din hi fortune teller ka khitaab de dia tha xd,Neutral
bhutto khandan sindh anay say qabal zila hisar kay aham qasba sarsa kay aik gaon mozu bhutto mein abad tha aur isi monasbat say usey bhutto kaha jata hai,Neutral
hogya ab to,Neutral
ghalib ki shakhsiyat bayakwaqat admiyat aur insaniyat ke anasir se malamal thi,Positive
biochem ka paper yaad karwa diya,Neutral
krty rhna chye bndo ko yad rhta ha,Positive
platform provide kon kar rha,Neutral
wazir e mumlikat saira afzal k walid ko shikast pti k mamoon jaffar kamyab,Negative
han golden words thy wo pagal,Neutral
loser more losers than come lahore qalnadars,Neutral
tu phir jiska gif hai ussko passand karlo merey liye,Neutral
kay intikhabat mein people s party hayrat angaiz tour per nakam rahi aur qaumi assembly mein sirf nisahshtain hasil kar sakein,Positive
sobha sobha konsi party janab,Neutral
is episode mein koi bhi hot nai hai,Negative
phir bhi kon sa pti ny jeet jana hai inshallah saal phir sarko py zaleel hongy,Negative
butt sab k haq me hai,Positive
phir boat main baithay,Neutral
phely jaa kr naha ky ao phr mazi ko khechna,Negative
may mein jolie ne adakar billy bob thronton se shadi kar li,Neutral
aj kal kisi b masum insan k b izat mehfuz nai rah is media k waja s sb jot he nashar karty hen pir b tazlil to hojaty he naaj kal jb b mob on karogy seyasi parteyou k gandgi seyasat hi apko dehkny awr parny ko mili gi koyi maqsad k bat nai mely gi kash koyi aisa kanon to bany aisi ghaliz bathay post karny p pabandi k sat saza b mily,Negative
you didn t tag to show me the turban,Neutral
allah momino ka difaa karta hy,Positive
a rha mjy b bhook lg rhi mint m a gya bs fresh ho kr,Negative
tahir aur ahsan sahibaan ne aik point pe bitha liya apne saath,Neutral
edhi animal hospital super highway mein karachi ke mukhtalif telephone aane par mazoor kutton billiyon mazoor aur bemar gadhon ko dakhil karne ke bad in ka ilaaj kiya gaya,Neutral
hahaha bhai is se bi bura haal tha,Negative
sirf adan ki apni nhi,Neutral
gulshan e iqbal me dako bank se crore loot kar farar,Negative
thanku to uncle aunty,Neutral
liaquatabad ilyas goth mn ashraf or daniyal janbahaq,Negative
sub media ki nahi jch hamari apni especially parents ki b responsibilities hoti hy,Neutral
in ki liaqaut ali khan se mulaqat karai gai,Neutral
jo bhi ap se tou behtar hoon,Negative
f b area men roz k doraan se zaid bakray chori shehri ahtiyat karen,Negative
hahahahaha d creativity dkho zra,Negative
o bhaii dhekoo post hai video,Neutral
inshallah allah pak in ke madad farmay ga ameen suma ameenlabaik labaik labaik ya rasool allah,Positive
wa g wa,Neutral
allah junut dy ameen allah,Neutral
ya ethics ma hua,Neutral
muqabla sakht tha aur bare bare adakaron ki aik lambi qatar phele hi apna naam bana chuki thi,Positive
billo kholy ge nawa katta,Negative
yar ni milta na miley java aap ko yar provide krta hai p,Neutral
haha jo phrya wo bi kon sa tmhn atta hoga d,Negative
rabiyaaa be like bol kaban chupega,Neutral
baqwas movie copy ki howi ha,Negative
i buy it dikhne me bilkul pic jesi he but fabric bht kharab or stitching very bad first time me hi silai khul gai or kapra bilkul dheela hogaya medium se large hogai very bad aybeez read more,Negative
ap bht khbsoorat lg rhe ho,Positive
sorry to say zra achy ni lgy bhai,Negative
aj shab e juma hay,Neutral
that s me,Neutral
ni bhut bhari or kfi bary fi se zda ho halka q lna d,Neutral
england mein qeyam ke dauran he sarojini naidu ki mulaqat junobi bharat ke medical doctor govinda raju se hui aur wo in ki mohabbat mein giraftar ho gae,Positive
box ki halat buhat kharab thi laikan mobile is ok best camera mobile thats why camon,Positive
hahahaha ye aap ki porii life ki summary hy,Neutral
is sal ka best drama h,Positive
bytaaa jo mainy leacture dia tha wo to yd hy naa,Neutral
hindustan wapis aa kar unho ne kae qarebi doston ko tarjumey aur taleef ke kaam ki taraf raghib kiya,Positive
hum qaum ke liye qurbani de rahe hai,Negative
make up ka kamal he sab,Positive
chal jhooti jitna tu phassti otna to galli ke chichori bhi nahi phasti lux soap medora lipstick chargha pizaa pepsi bottle choklate french fries balky tu khabees aurat tu to kabhi kabhi rupy ke bleach per bhi phass jati hai,Negative
wo maali aur deegar muaamlaat mein democratic party ke candidates ki madad karte rahe hain,Neutral
ko par sakta hain,Neutral
unhon ne apni zindagi ko mukhtalif hisson mein taqsim kar rakha tha,Neutral
jansher khan aise waqt per manzare amm per aie they jab jahangir khan apne urooj per they,Neutral
is khabees aurat ne to aj mera pol khol dia he d,Negative
dolmen mall tariq road pe dekha tha maine,Neutral
hum toot kay roty hain teri yaad mai aksr,Negative
rana sahb ko mashwra hai is team ko baech kar maronda le lain mun to mitha kary ga kam se kam,Negative
tu bhi zror krde mri traf se,Neutral
xactly cup apna spoon apna sakoon apna,Positive
kmar my dard ho to kasy bndy aur kitne bar likhy,Negative
